,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
92946,92947,Female,12,returning,PERSONAL,ECONOMY,151 miles,0 minutes,7.0 minutes,5,0,5,0,1,4,1,5,1,1,5,3,1,4,Neutral or Dissatisfied
92947,92948,male,35,returning,PERSONAL,ECONOMY,151 miles,47 minutes,70.0 minutes,2,2,1,2,2,3,3,5,3,3,2,2,3,3,Neutral or Dissatisfied
92948,92949,male,23,Returning,Personal,ECONOMY,134 miles,0 minutes,0.0 minutes,3,1,3,1,2,3,1,5,1,1,3,1,1,2,Neutral or Dissatisfied
92949,92950,male,54,Returning,Business,Business,151 miles,0 minutes,3.0 minutes,5,5,4,4,5,5,5,5,4,2,5,5,5,5,Satisfied
92950,92951,FEMALE,36,Returning,Business,Business,134 miles,23 minutes,22.0 minutes,4,4,3,5,4,4,4,4,3,4,4,4,4,5,Satisfied
92951,92952,Male,25, First-time ,Business,Business,134 miles,10 minutes,16.0 minutes,4,2,3,2,3,3,1,4,5,5,5,3,5,4,Neutral or Dissatisfied
92952,92953,Male,40,Returning,Business, Business ,3753 miles,0 minutes,0.0 minutes,3,4,3,4,3,4,5,4,4,3,4,3,4,4,Satisfied
92953,92954,Female,55,returning,Business, Business ,1904 miles,0 minutes,0.0 minutes,3,3,5,5,3,5,5,5,5,2,5,3,5,4,Satisfied
92954,92955,Female,47,returning,business,ECONOMY PLUS,134 miles,13 minutes,7.0 minutes,3,3,3,2,3,3,3,3,2,4,3,3,3,3,Neutral or Dissatisfied
92955,92956,Male,25, First-time ,Business,ECONOMY PLUS,134 miles,0 minutes,0.0 minutes,0,0,4,0,1,1,2,3,2,2,1,1,2,3,Neutral or Dissatisfied
92956,92957,FEMALE,66,Returning,PERSONAL,ECONOMY PLUS,151 miles,0 minutes,0.0 minutes,5,2,5,4,3,2,5,2,3,2,2,2,2,4,Neutral or Dissatisfied
92957,92958,Male,25,First-time,Personal,Business,1694 miles,29 minutes,27.0 minutes,5,5,1,5,4,2,2,3,2,2,4,4,2,4,Neutral or Dissatisfied
92958,92959,Male,51,Returning,business,Business,1694 miles,32 minutes,16.0 minutes,1,1,3,5,1,3,4,4,3,4,3,1,3,3,Satisfied
92959,92960,Female,21,First-time,Business,Business,1694 miles,0 minutes,0.0 minutes,0,4,4,4,2,5,2,2,2,2,5,5,2,3,Satisfied
92960,92961,Female,35,First-time,Business,Business,1694 miles,0 minutes,0.0 minutes,2,2,3,2,3,4,3,4,3,3,5,2,3,3,Neutral or Dissatisfied
92961,92962,Male,43,Returning,Business,Economy,1694 miles,20 minutes,9.0 minutes,5,5,1,2,5,4,2,5,2,2,4,2,2,3,Neutral or Dissatisfied
92962,92963,FEMALE,19,First-time,business,Economy,711 miles,30 minutes,34.0 minutes,2,2,4,2,4,2,5,2,5,5,4,2,5,4,Neutral or Dissatisfied
92963,92964,FEMALE,24, First-time ,business,Business,194 miles,2 minutes,0.0 minutes,3,4,4,4,1,1,5,2,5,5,3,4,5,1,Satisfied
92964,92965,Female,69,returning,Personal,ECONOMY,1694 miles,20 minutes,22.0 minutes,5,2,1,2,2,2,5,2,3,2,2,3,2,2,Neutral or Dissatisfied
92965,92966,Female,17,Returning,PERSONAL,Economy,1694 miles,8 minutes,0.0 minutes,3,1,4,1,4,2,5,1,1,1,4,1,1,4,Neutral or Dissatisfied
92966,92967,Male,26,Returning,Personal,Economy,1694 miles,11 minutes,4.0 minutes,5,1,1,1,4,1,2,5,2,2,3,1,2,5,Neutral or Dissatisfied
92967,92968,male,15,returning,Personal,Economy,1694 miles,0 minutes,0.0 minutes,5,3,2,3,2,5,2,1,2,2,3,3,2,3,Neutral or Dissatisfied
92968,92969,Male,50,Returning,Business,Economy Plus,1694 miles,10 minutes,0.0 minutes,3,3,1,3,3,1,3,2,3,3,3,3,3,4,Neutral or Dissatisfied
92969,92970,Male,27,returning,Business, Business ,738 miles,12 minutes,0.0 minutes,2,2,4,3,2,3,3,2,3,3,5,2,3,4,Satisfied
92970,92971,male,25,returning,PERSONAL,Business,738 miles,10 minutes,10.0 minutes,5,3,3,3,2,4,1,3,1,1,4,4,1,5,Satisfied
92971,92972,Female,52,Returning,Personal,Business,738 miles,0 minutes,0.0 minutes,5,2,5,4,4,1,4,2,3,3,1,2,1,1,Neutral or Dissatisfied
92972,92973,FEMALE,43,returning,business,Business,738 miles,0 minutes,42.0 minutes,5,3,4,5,5,4,4,4,3,5,4,5,4,4,Satisfied
92973,92974,Male,58,returning,Business,Business,738 miles,5 minutes,6.0 minutes,4,4,4,5,4,4,5,4,5,2,4,4,4,4,Satisfied
92974,92975,FEMALE,31,returning,business, Business ,1614 miles,0 minutes,0.0 minutes,4,4,2,4,4,4,4,2,4,4,3,4,4,3,Neutral or Dissatisfied
92975,92976,Female,24, First-time ,Business,Economy,738 miles,26 minutes,21.0 minutes,2,2,5,2,3,4,4,3,4,4,4,2,4,4,Neutral or Dissatisfied
92976,92977,Female,57,returning,Business, Business ,738 miles,8 minutes,1.0 minutes,2,2,3,5,2,4,5,4,4,2,4,2,4,4,Satisfied
92977,92978,Female,48,Returning,Business,Business,2265 miles,0 minutes,0.0 minutes,1,1,4,4,1,5,4,5,5,4,5,1,5,5,Satisfied
92978,92979,Female,56,Returning,Business,Business,2104 miles,113 minutes,101.0 minutes,5,5,4,4,5,1,4,2,3,5,1,5,1,1,Satisfied
92979,92980,Male,46,returning,business,Business,738 miles,21 minutes,nan minutes,4,4,3,4,4,5,5,5,4,4,5,4,5,5,Satisfied
92980,92981,Male,29,Returning,Business,Business,738 miles,13 minutes,5.0 minutes,4,4,3,4,4,5,4,3,4,4,4,4,4,5,Satisfied
92981,92982,Female,24,First-time,business,ECONOMY,738 miles,31 minutes,18.0 minutes,1,1,4,1,1,5,3,3,3,3,5,1,3,5,Neutral or Dissatisfied
92982,92983,Female,58,Returning,Business,Business,738 miles,1 minutes,9.0 minutes,3,3,5,4,3,4,5,4,4,5,4,3,4,4,Satisfied
92983,92984,Male,39,returning,business,Business,2775 miles,0 minutes,0.0 minutes,5,5,5,4,5,4,4,4,4,4,4,5,4,4,Satisfied
92984,92985,Male,31,Returning,Business,Business,2576 miles,233 minutes,229.0 minutes,5,3,4,4,5,3,4,4,4,4,4,5,5,5,Satisfied
92985,92986,male,29, First-time ,Business,Economy,738 miles,45 minutes,38.0 minutes,4,4,1,4,3,2,1,4,4,4,2,3,4,2,Neutral or Dissatisfied
92986,92987,Female,19,First-time,Business,Business,738 miles,0 minutes,0.0 minutes,3,5,5,5,2,5,3,3,3,3,5,5,3,4,Satisfied
92987,92988,Female,45,returning,Business,Business,738 miles,2 minutes,nan minutes,5,5,3,4,5,4,4,4,5,5,4,5,4,4,Satisfied
92988,92989,Male,39,Returning,business,ECONOMY,338 miles,11 minutes,54.0 minutes,3,5,1,2,3,4,2,1,2,2,2,2,2,2,Neutral or Dissatisfied
92989,92990,Female,62,Returning,Business, Business ,2487 miles,0 minutes,0.0 minutes,3,3,1,2,3,4,4,4,1,4,4,3,4,4,Satisfied
92990,92991,Female,57,returning,Personal,Economy,738 miles,9 minutes,7.0 minutes,2,2,3,4,4,2,4,2,1,4,2,2,2,2,Neutral or Dissatisfied
92991,92992,Female,20,Returning,Personal,Economy,738 miles,0 minutes,0.0 minutes,5,5,4,5,3,4,2,5,4,4,4,4,4,5,Neutral or Dissatisfied
92992,92993,Male,48,Returning,Personal,Economy,738 miles,64 minutes,49.0 minutes,5,0,3,0,2,5,4,2,4,4,5,1,4,4,Neutral or Dissatisfied
92993,92994,Male,47,Returning,Personal,Economy,738 miles,0 minutes,0.0 minutes,3,2,3,2,3,3,3,5,3,3,3,2,3,3,Neutral or Dissatisfied
92994,92995,Female,46,returning,PERSONAL,ECONOMY,738 miles,0 minutes,0.0 minutes,5,2,4,5,5,4,5,2,4,5,4,2,4,4,Neutral or Dissatisfied
92995,92996,Female,8,First-time,Business,Economy Plus,738 miles,2 minutes,5.0 minutes,3,3,1,3,4,3,3,2,3,3,3,3,3,4,Neutral or Dissatisfied
92996,92997,Male,31,Returning,Business,ECONOMY PLUS,738 miles,0 minutes,0.0 minutes,2,2,2,3,2,3,3,2,3,3,4,3,3,3,Neutral or Dissatisfied
92997,92998,Female,30,First-time,Business,Economy Plus,738 miles,0 minutes,0.0 minutes,2,2,3,2,3,2,3,3,4,4,3,2,4,3,Neutral or Dissatisfied
92998,92999,male,35,returning,PERSONAL,ECONOMY PLUS,738 miles,0 minutes,30.0 minutes,5,5,4,5,4,3,3,2,4,4,5,5,4,4,Satisfied
92999,93000,Female,39,returning,Personal,Economy Plus,738 miles,0 minutes,5.0 minutes,5,4,4,4,4,4,5,3,5,5,5,4,5,4,Neutral or Dissatisfied
93000,93001,Male,47,Returning,Business,Business,1524 miles,0 minutes,0.0 minutes,3,3,3,5,3,5,5,5,5,3,5,3,5,5,Satisfied
93001,93002,Male,37,Returning,Business, Business ,1524 miles,23 minutes,11.0 minutes,5,5,5,4,5,4,4,4,3,3,4,5,4,4,Satisfied
93002,93003,Female,56,returning,Business,Business,1524 miles,1 minutes,0.0 minutes,3,3,4,4,3,5,4,5,5,2,5,3,5,5,Satisfied
93003,93004,Female,45,Returning,Business,Business,1524 miles,84 minutes,114.0 minutes,3,2,5,5,3,5,5,5,4,3,5,3,5,5,Satisfied
93004,93005,Male,23, First-time ,Business,Business,1524 miles,0 minutes,0.0 minutes,0,0,5,0,4,4,4,4,4,4,5,0,4,5,Satisfied
93005,93006,FEMALE,29,returning,business, Business ,1524 miles,0 minutes,0.0 minutes,4,4,5,3,4,3,3,5,3,3,5,4,3,4,Satisfied
93006,93007,Female,59,Returning,Business, Business ,1524 miles,0 minutes,6.0 minutes,4,4,1,2,4,1,3,1,2,2,1,1,1,1,Neutral or Dissatisfied
93007,93008,FEMALE,43,Returning,business,Business,1524 miles,0 minutes,0.0 minutes,2,2,4,5,2,2,5,2,4,4,2,2,2,2,Satisfied
93008,93009,Male,29,First-time,Business,Economy,1524 miles,0 minutes,0.0 minutes,3,3,3,3,3,2,5,3,5,5,3,3,5,3,Neutral or Dissatisfied
93009,93010,Female,37,Returning,Business,Business,1524 miles,11 minutes,21.0 minutes,5,5,4,5,5,5,5,5,5,4,5,5,5,5,Satisfied
93010,93011,Male,23, First-time ,business,Business,1524 miles,0 minutes,0.0 minutes,5,5,5,5,2,3,5,2,5,5,4,5,5,5,Satisfied
93011,93012,Female,52,Returning,Business,Economy,1524 miles,2 minutes,0.0 minutes,4,4,3,4,4,3,4,3,3,3,3,3,3,3,Neutral or Dissatisfied
93012,93013,FEMALE,24,First-time,Business, Business ,1524 miles,10 minutes,0.0 minutes,3,0,4,0,4,5,3,5,3,3,4,0,3,5,Satisfied
93013,93014,Female,29, First-time ,business,ECONOMY,1524 miles,173 minutes,195.0 minutes,2,2,5,5,4,1,5,4,5,2,1,2,2,3,Neutral or Dissatisfied
93014,93015,Male,36,First-time,Business,ECONOMY,707 miles,43 minutes,34.0 minutes,3,3,3,3,4,4,3,4,3,3,3,3,3,4,Neutral or Dissatisfied
93015,93016,Female,40,Returning,Business,Economy,1124 miles,86 minutes,114.0 minutes,3,3,4,5,3,2,5,1,5,5,4,5,5,1,Satisfied
93016,93017,Female,50,First-time,Business,Economy,1124 miles,34 minutes,49.0 minutes,3,3,3,3,2,1,1,5,3,3,2,3,3,2,Neutral or Dissatisfied
93017,93018,male,50,Returning,business,Business,1124 miles,0 minutes,0.0 minutes,1,1,1,2,1,3,2,3,2,3,3,3,3,3,Neutral or Dissatisfied
93018,93019,Female,46,returning,Business,Business,2820 miles,1 minutes,0.0 minutes,2,2,2,1,2,5,2,5,3,2,5,2,5,5,Satisfied
93019,93020,male,69,Returning,PERSONAL,Economy,1524 miles,36 minutes,15.0 minutes,4,2,2,2,4,1,3,2,3,3,4,2,3,2,Neutral or Dissatisfied
93020,93021,Female,30,Returning,Personal,Economy,1524 miles,0 minutes,0.0 minutes,2,3,4,3,2,1,4,1,4,4,3,3,4,2,Neutral or Dissatisfied
93021,93022,Male,54,Returning,Personal,Economy,1524 miles,0 minutes,0.0 minutes,5,3,5,3,3,5,3,2,3,3,5,2,3,5,Neutral or Dissatisfied
93022,93023,male,39,Returning,Personal,ECONOMY,1524 miles,29 minutes,48.0 minutes,5,2,4,2,3,3,1,2,1,1,4,2,1,3,Neutral or Dissatisfied
93023,93024,Female,7,Returning,PERSONAL,Economy,1524 miles,48 minutes,46.0 minutes,3,3,4,3,4,4,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
93024,93025,Female,49,Returning,PERSONAL,ECONOMY,1524 miles,12 minutes,0.0 minutes,4,2,4,3,4,3,4,2,5,4,3,2,3,5,Neutral or Dissatisfied
93025,93026,Female,25,returning,Personal,Economy,1524 miles,4 minutes,0.0 minutes,2,3,2,3,3,1,5,1,5,5,3,3,5,2,Neutral or Dissatisfied
93026,93027,Male,31,returning,Personal,Economy Plus,1524 miles,0 minutes,0.0 minutes,4,1,3,1,2,3,5,4,5,5,4,1,5,5,Neutral or Dissatisfied
93027,93028,Female,25, First-time ,Business,Business,436 miles,11 minutes,1.0 minutes,4,2,2,2,3,2,2,1,2,2,3,2,2,4,Neutral or Dissatisfied
93028,93029,Female,51,returning,PERSONAL, Business ,436 miles,21 minutes,14.0 minutes,4,3,4,4,4,1,5,3,3,2,1,3,1,1,Neutral or Dissatisfied
93029,93030,male,23,First-time,Business,ECONOMY,436 miles,0 minutes,0.0 minutes,4,0,5,4,1,5,4,5,4,4,4,0,4,5,Satisfied
93030,93031,FEMALE,42, First-time ,business,Business,317 miles,3 minutes,32.0 minutes,2,2,5,2,3,4,4,5,4,4,4,2,4,4,Neutral or Dissatisfied
93031,93032,Male,33,Returning,Business,Business,2532 miles,21 minutes,8.0 minutes,5,3,5,5,5,4,5,2,5,5,4,5,5,4,Satisfied
93032,93033,Female,41,Returning,Business,Business,2683 miles,31 minutes,39.0 minutes,3,1,5,5,3,4,4,4,4,5,4,3,4,4,Satisfied
93033,93034,Male,39,First-time,Business,Business,317 miles,21 minutes,12.0 minutes,5,5,4,5,3,4,2,5,3,3,5,5,3,4,Satisfied
93034,93035,FEMALE,40,First-time,Business,Business,317 miles,53 minutes,49.0 minutes,2,2,5,2,3,3,3,3,4,4,5,2,4,4,Neutral or Dissatisfied
93035,93036,FEMALE,54,returning,Business,Business,436 miles,0 minutes,0.0 minutes,4,4,3,4,4,5,5,5,5,4,5,4,5,5,Satisfied
93036,93037,Female,25,First-time,Business, Business ,317 miles,121 minutes,110.0 minutes,0,4,4,4,4,4,2,2,4,4,5,4,4,4,Satisfied
93037,93038,male,46,returning,Business,Business,1733 miles,74 minutes,64.0 minutes,2,2,4,4,2,5,4,5,4,2,5,2,5,5,Satisfied
93038,93039,Female,34,First-time,Business,Business,317 miles,0 minutes,0.0 minutes,0,0,5,0,4,5,2,3,2,2,4,1,2,5,Neutral or Dissatisfied
93039,93040,Male,59,returning,Business,Business,436 miles,9 minutes,6.0 minutes,1,2,2,4,1,3,3,3,2,2,3,3,3,3,Neutral or Dissatisfied
93040,93041,Female,55,returning,Business,Business,2774 miles,24 minutes,26.0 minutes,2,2,3,4,2,5,4,5,5,3,5,2,5,5,Satisfied
93041,93042,Female,43,Returning,Business,Economy,436 miles,0 minutes,6.0 minutes,4,4,4,4,4,1,3,1,4,2,1,1,1,1,Neutral or Dissatisfied
93042,93043,FEMALE,41,Returning,Business,ECONOMY,436 miles,0 minutes,0.0 minutes,2,1,4,3,2,3,3,4,3,3,4,3,3,3,Neutral or Dissatisfied
93043,93044,Male,68,Returning,business, Business ,3314 miles,0 minutes,0.0 minutes,2,2,1,2,2,4,1,3,3,3,4,4,4,4,Neutral or Dissatisfied
93044,93045,male,14,Returning,PERSONAL,Economy,317 miles,0 minutes,0.0 minutes,3,1,3,1,2,2,3,2,3,3,5,1,3,3,Neutral or Dissatisfied
93045,93046,Male,44,returning,Personal,Economy,317 miles,0 minutes,0.0 minutes,1,2,1,2,3,4,4,3,4,4,3,2,4,2,Neutral or Dissatisfied
93046,93047,Male,48,returning,Personal,Economy,436 miles,0 minutes,nan minutes,5,3,4,3,5,4,1,2,1,1,5,3,1,5,Neutral or Dissatisfied
93047,93048,Female,16,Returning,Personal,Economy,317 miles,0 minutes,0.0 minutes,4,4,1,4,3,2,5,5,5,5,1,2,5,3,Neutral or Dissatisfied
93048,93049,Female,34,returning,Business,ECONOMY PLUS,317 miles,40 minutes,36.0 minutes,1,1,1,3,1,2,3,2,3,3,4,3,3,4,Neutral or Dissatisfied
93049,93050,Male,78,returning,Business,Economy Plus,317 miles,4 minutes,0.0 minutes,2,2,3,1,2,3,1,3,1,1,3,1,1,4,Neutral or Dissatisfied
93050,93051,Female,54,Returning,Personal,Economy Plus,436 miles,7 minutes,42.0 minutes,4,3,3,4,4,1,4,3,5,5,1,3,1,1,Neutral or Dissatisfied
93051,93052,Female,57,Returning,Business,Business,2195 miles,0 minutes,0.0 minutes,0,0,3,5,5,4,4,2,4,2,4,0,4,2,Satisfied
93052,93053,male,58,First-time,Business,Business,297 miles,1 minutes,0.0 minutes,5,5,4,5,3,5,2,2,2,2,5,5,2,4,Satisfied
93053,93054,Female,38,First-time,Business,Business,297 miles,0 minutes,1.0 minutes,2,2,3,2,1,5,2,4,2,2,5,2,2,5,Neutral or Dissatisfied
93054,93055,Female,43,Returning,business,Business,297 miles,10 minutes,0.0 minutes,1,2,3,5,1,5,5,5,3,5,5,1,5,5,Satisfied
93055,93056,Female,56,Returning,Business, Business ,3916 miles,0 minutes,10.0 minutes,0,0,3,5,3,2,4,2,4,4,2,0,2,2,Satisfied
93056,93057,Male,51,Returning,Business,Business,297 miles,49 minutes,34.0 minutes,3,3,5,4,3,4,5,4,4,5,4,3,4,4,Satisfied
93057,93058,FEMALE,45,Returning,business,Business,297 miles,0 minutes,0.0 minutes,0,0,3,4,3,5,5,5,4,3,5,0,5,5,Satisfied
93058,93059,Female,35, First-time ,Business,Economy,297 miles,0 minutes,6.0 minutes,1,2,3,2,3,1,3,5,3,3,3,2,3,2,Neutral or Dissatisfied
93059,93060,FEMALE,61,Returning,Business,Economy,297 miles,0 minutes,21.0 minutes,1,1,4,4,1,3,4,3,2,1,3,3,3,3,Neutral or Dissatisfied
93060,93061,Female,48,Returning,business, Business ,297 miles,3 minutes,0.0 minutes,3,3,3,4,3,4,4,4,5,2,4,3,4,4,Satisfied
93061,93062,Male,49,returning,business,Business,1614 miles,0 minutes,0.0 minutes,1,1,5,4,1,4,4,4,5,5,4,1,4,4,Satisfied
93062,93063,Female,41,Returning,Business,Business,297 miles,0 minutes,21.0 minutes,3,3,4,2,3,2,3,2,1,3,2,2,2,2,Neutral or Dissatisfied
93063,93064,Female,67,Returning,business,Economy,297 miles,33 minutes,19.0 minutes,5,2,2,1,2,5,3,5,2,2,5,5,5,5,Satisfied
93064,93065,Male,64,Returning,Business,Business,2739 miles,0 minutes,0.0 minutes,4,4,5,5,4,5,5,5,5,3,5,4,5,5,Satisfied
93065,93066,Male,35,Returning,Business,Economy,297 miles,0 minutes,18.0 minutes,1,3,2,2,1,1,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
93066,93067,Female,54,Returning,Personal,Economy,297 miles,0 minutes,0.0 minutes,4,3,5,5,2,4,5,3,3,5,4,3,4,4,Neutral or Dissatisfied
93067,93068,Male,53,returning,Personal,Economy,297 miles,36 minutes,28.0 minutes,5,3,3,3,4,4,3,5,3,3,4,3,3,5,Neutral or Dissatisfied
93068,93069,Female,58,returning,Personal,Economy,297 miles,34 minutes,23.0 minutes,3,3,1,5,3,4,2,3,1,5,4,3,4,4,Neutral or Dissatisfied
93069,93070,Female,51,returning,Personal,ECONOMY,297 miles,0 minutes,0.0 minutes,1,5,1,4,4,1,3,5,2,1,1,5,1,1,Satisfied
93070,93071,Female,51,Returning,Personal,ECONOMY,297 miles,22 minutes,13.0 minutes,4,4,3,5,3,4,5,4,5,4,4,4,4,4,Neutral or Dissatisfied
93071,93072,Male,10,returning,Personal,Economy,297 miles,2 minutes,10.0 minutes,2,1,4,1,3,4,4,3,4,4,4,1,4,3,Neutral or Dissatisfied
93072,93073,FEMALE,66,Returning,PERSONAL,ECONOMY,297 miles,0 minutes,23.0 minutes,4,3,5,5,3,4,5,3,5,5,4,3,4,4,Neutral or Dissatisfied
93073,93074,Male,20,Returning,business,Economy Plus,297 miles,0 minutes,0.0 minutes,4,4,1,2,4,2,4,4,2,2,3,2,2,3,Neutral or Dissatisfied
93074,93075,Female,15,Returning,PERSONAL,Economy Plus,297 miles,0 minutes,3.0 minutes,4,2,3,2,5,4,2,5,2,2,4,2,2,5,Neutral or Dissatisfied
93075,93076,Female,15,Returning,Personal,Economy Plus,297 miles,67 minutes,62.0 minutes,5,1,3,1,3,5,5,1,5,5,4,1,5,1,Neutral or Dissatisfied
93076,93077,Female,17,returning,business,Business,860 miles,37 minutes,30.0 minutes,1,1,5,5,1,3,5,3,5,5,4,1,5,5,Satisfied
93077,93078,Female,44,Returning,Business,Business,1995 miles,0 minutes,0.0 minutes,4,5,4,5,4,4,5,4,3,5,4,4,4,4,Satisfied
93078,93079,Female,54,Returning,Business, Business ,2804 miles,0 minutes,0.0 minutes,5,5,3,4,5,4,4,4,5,4,4,5,4,4,Satisfied
93079,93080,Male,28,First-time,Business,Business,860 miles,62 minutes,54.0 minutes,4,4,5,4,4,3,2,4,2,2,4,4,2,5,Neutral or Dissatisfied
93080,93081,Female,46,Returning,business,Business,3064 miles,0 minutes,0.0 minutes,4,4,4,4,4,4,4,4,3,5,4,4,4,4,Satisfied
93081,93082,male,29,Returning,business,Business,2515 miles,35 minutes,37.0 minutes,1,1,1,1,1,1,1,1,1,1,4,1,1,3,Neutral or Dissatisfied
93082,93083,Male,41,Returning,Business,Economy,860 miles,0 minutes,0.0 minutes,1,1,1,2,1,3,2,2,2,2,4,2,2,3,Neutral or Dissatisfied
93083,93084,FEMALE,59,Returning,Business,ECONOMY,860 miles,5 minutes,1.0 minutes,3,5,2,3,3,3,4,3,1,1,3,3,3,3,Neutral or Dissatisfied
93084,93085,Female,24,Returning,Business, Business ,860 miles,1 minutes,0.0 minutes,4,4,4,5,4,4,5,3,5,5,5,4,5,5,Satisfied
93085,93086,male,30,Returning,business, Business ,2236 miles,0 minutes,0.0 minutes,2,5,4,2,2,2,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
93086,93087,Female,26,Returning,Business,Economy,860 miles,15 minutes,10.0 minutes,1,1,4,4,1,4,3,5,4,4,2,4,4,3,Satisfied
93087,93088,male,40,Returning,Personal,Economy,860 miles,1 minutes,0.0 minutes,4,1,4,1,1,4,2,3,2,2,4,1,2,4,Neutral or Dissatisfied
93088,93089,Female,69,Returning,Personal,Economy,860 miles,0 minutes,0.0 minutes,4,2,5,5,4,3,4,2,4,5,3,2,3,3,Neutral or Dissatisfied
93089,93090,Female,30,Returning,PERSONAL,Economy,860 miles,0 minutes,0.0 minutes,5,3,4,3,2,1,2,1,2,2,2,3,2,5,Neutral or Dissatisfied
93090,93091,FEMALE,61,Returning,Personal,Economy,860 miles,4 minutes,0.0 minutes,4,1,4,5,3,1,4,1,3,4,1,1,1,1,Neutral or Dissatisfied
93091,93092,Female,31,Returning,Personal,ECONOMY,860 miles,0 minutes,0.0 minutes,4,3,3,3,3,3,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
93092,93093,Male,48,Returning,business,Business,3396 miles,17 minutes,4.0 minutes,5,4,3,4,5,4,5,4,4,4,4,5,4,4,Satisfied
93093,93094,male,37,First-time,Business,Business,641 miles,0 minutes,0.0 minutes,2,2,1,2,3,3,4,1,4,4,3,2,4,3,Neutral or Dissatisfied
93094,93095,FEMALE,49,returning,Business,Business,3636 miles,0 minutes,0.0 minutes,1,1,5,4,1,5,5,4,5,5,5,1,5,5,Satisfied
93095,93096,Female,24,Returning,business,Economy,641 miles,6 minutes,8.0 minutes,4,4,1,3,4,3,2,2,3,3,3,3,3,2,Neutral or Dissatisfied
93096,93097,Male,49,Returning,Business,Business,1562 miles,59 minutes,42.0 minutes,5,5,3,3,5,1,4,1,3,4,1,1,1,1,Neutral or Dissatisfied
93097,93098,Male,72,Returning,Business,Business,2162 miles,22 minutes,14.0 minutes,4,5,3,3,5,3,4,3,3,3,3,3,3,3,Neutral or Dissatisfied
93098,93099,Female,65,Returning,business,ECONOMY,641 miles,0 minutes,0.0 minutes,2,2,1,4,2,1,4,1,3,4,1,1,1,1,Neutral or Dissatisfied
93099,93100,Male,55,Returning,Business, Business ,1538 miles,5 minutes,0.0 minutes,0,0,3,3,3,3,4,1,5,5,3,0,3,1,Satisfied
93100,93101,male,35,First-time,Business,Economy,641 miles,6 minutes,0.0 minutes,0,2,1,2,1,1,2,1,2,2,4,3,2,3,Neutral or Dissatisfied
93101,93102,Male,49,Returning,Personal,ECONOMY,641 miles,1 minutes,12.0 minutes,4,3,5,3,5,3,5,5,5,5,4,2,5,4,Neutral or Dissatisfied
93102,93103,Female,69,Returning,Personal,Economy,641 miles,17 minutes,27.0 minutes,5,4,5,4,3,3,5,4,4,3,3,4,3,3,Neutral or Dissatisfied
93103,93104,male,55,Returning,Personal,Economy,641 miles,127 minutes,109.0 minutes,5,2,4,2,3,5,1,4,1,1,5,2,1,4,Neutral or Dissatisfied
93104,93105,Male,7,returning,Personal,Economy,641 miles,0 minutes,4.0 minutes,5,2,5,2,3,4,1,2,1,1,4,2,1,4,Neutral or Dissatisfied
93105,93106,Male,47,returning,business,Economy Plus,641 miles,168 minutes,163.0 minutes,4,4,4,4,4,5,4,3,4,4,2,4,4,4,Neutral or Dissatisfied
93106,93107,Male,49,Returning,business, Business ,1655 miles,1 minutes,4.0 minutes,2,1,3,5,2,2,4,2,3,3,2,2,2,2,Satisfied
93107,93108,Female,40,returning,Personal,Economy Plus,641 miles,13 minutes,0.0 minutes,4,5,5,5,4,3,4,2,4,4,5,5,4,4,Satisfied
93108,93109,FEMALE,32,Returning,Business,ECONOMY PLUS,641 miles,4 minutes,10.0 minutes,1,1,3,3,1,4,3,2,3,3,4,3,3,3,Neutral or Dissatisfied
93109,93110,Male,30,returning,Business,Business,903 miles,0 minutes,0.0 minutes,2,3,3,5,3,5,5,5,5,5,5,3,5,4,Satisfied
93110,93111,male,9,returning,Personal,Economy,903 miles,2 minutes,0.0 minutes,2,5,2,5,4,3,1,3,1,1,3,5,1,4,Satisfied
93111,93112,FEMALE,27,Returning,Personal,ECONOMY,903 miles,0 minutes,0.0 minutes,3,1,2,1,3,3,3,1,5,5,3,2,5,4,Neutral or Dissatisfied
93112,93113,male,57,Returning,Business,Business,1723 miles,0 minutes,0.0 minutes,5,1,4,4,5,2,5,2,5,5,2,5,2,2,Satisfied
93113,93114,Female,52,Returning,Business,Business,3734 miles,0 minutes,0.0 minutes,4,4,5,4,4,5,5,5,4,3,5,4,5,5,Satisfied
93114,93115,Male,52,Returning,Business,Business,1183 miles,0 minutes,0.0 minutes,2,2,3,4,2,2,5,2,5,2,2,2,2,2,Satisfied
93115,93116,Male,18,Returning,Business,Business,1066 miles,8 minutes,11.0 minutes,2,2,5,4,2,5,4,4,4,4,4,2,4,5,Satisfied
93116,93117,Male,50,returning,Business,Business,3681 miles,8 minutes,0.0 minutes,3,2,4,3,2,5,3,4,3,3,5,5,5,5,Neutral or Dissatisfied
93117,93118,FEMALE,62,returning,Personal,Business,1183 miles,86 minutes,75.0 minutes,1,1,1,2,3,2,3,1,3,5,2,2,2,2,Neutral or Dissatisfied
